"ID","Nome","Indirizzo","Delivery","Prenotazione online","Tipo cucina","Prezzo","Descrizione","Latitudine","Longitudine"
"475","Sa Mandra","SP 44, km 1, Alghero, 07041, Italy","False","False","Sardinian","€€","Situated on the Azienda Agrituristica Sa Mandra, this restaurant allows guests to savour one of Sardinia’s emblematic ingredients, namely delicious roast suckling pig which is the focus of the single menu offered here. Once seated at your table, you’ll be served a host of small bites and courses, all of which are based on this main ingredient. Make sure you arrive early to watch the pig being cooked – the owners are happy to explain the procedure, right down to the smallest detail. Guestrooms are also available.","40.6532916","8.2975279"
"476","Borgo Spoltino","strada Selva Alta, Mosciano Sant'Angelo, 64023, Italy","False","True","Cuisine from Abruzzo","€","Borgo Spoltino occupies a 19C farmhouse amid hills and olive groves with views of the sea and mountains as a backdrop. This is the perfect setting in which to enjoy typical Abruzzi cuisine (most of the vegetables come from the restaurant’s own kitchen garden). These include traditional specialities such as sweet pizza (alternating layers of sponge cake soaked in Kermes liqueur, pudding and custard – a bit like a trifle – with a thick cream and slivers of almond, either on top or in the middle). The wine list features a good selection of regional wines, alongside labels from further afield.","42.71786","13.87886"
"477","Zeb","via San Miniato 2r, Florence, 50125, Italy","False","True","Farm to table","€€","A new take on traditional cuisine in this unique restaurant in the delightful San Niccolò district. Diners sit side - by - side around a central table, as in a sushi bar, enjoying a selection of delicious homemade dishes.","43.7641016","11.2612484"
"478","Trattoria alla Ruota","via Proale 6, località Mazzano, Negrar, 37024, Italy","False","True","Venetian","€€","Don’t be misled by the word trattoria – this is an elegant restaurant offering superb views of the surrounding hills. The cuisine here is constantly changing, with a use of local produce which is transformed into imaginative and elaborate dishes.","45.5696135","10.9565875"
"479","Da Burde","via Pistoiese 154, Florence, 50145, Italy","False","False","Tuscan","€","Booking in advance is highly recommended at this traditional Tuscan restaurant (home to a grocer’s shop as well as a trattoria) which has a loyal and regular clientele. Most guests come here for the superb Fiorentina steak (cooked over the grill), as well as the classic soups and home-made pastas. The wine list is overseen by Andrea, an enthusiastic sommelier who enjoys organising themed wine-tasting evenings.","43.7940341","11.1858068"
"480","Locanda del Capitano & Tipico Osteria","via Roma 7, Montone, 06014, Italy","True","True","Umbrian","€€","The Locanda del Capitano and the Tipico offer menus showcasing traditional Umbrian dishes (the former serves gourmet cuisine, while the latter offers a simpler menu). The wine list boasts over 400 labels, while the olive oil selection includes the best oils from the region. Our inspector particularly enjoyed the “maritozzo di mazzafegato” (a type of sausage bun) with escarole, caramelised onions and olives.","43.3635471","12.3268121"
"481","Da Marchesi","Località Ca' Gianessi 7, Novafeltria, 47863, Italy","True","False","Country cooking","€","Situated on a road that climbs through the Apennines between Romagna and the Marche, this small restaurant serves good, simple and traditional Romagna cuisine. The menu features home-made pasta and local meat dishes, as well as daily specials which focus on seasonal ingredients (don’t miss the “fossa” cheese from Perticara and the tortelloni with melted butter and truffles). One of our inspectors’ favourite trattorias!","43.8990174","12.2584081"
"482","Le Antiche Sere","via P. Micca 22, Lesina, 71010, Italy","False","True","Apulian","€€","A small restaurant overlooking the lake in Lesina, where everything revolves around the professionalism and experience of the owner - chef, who selects the best produce from the lake region, including fish and aromatic herbs, and even produces his own mullet roe. Regional flavours are to the fore here, with the occasional modern twist.","41.8653128","15.3543138"
"483","Osteria Piazzetta Cattedrale","largo Arcidiacono Trinchera 7, Ostuni, 72017, Italy","False","False","Apulian","€€","Run by a married couple with the wife in the kitchen and the husband front of house, this gem of a restaurant just a few metres from the cathedral stands out for its top - quality produce (mainly from Puglia), in dishes such as broad bean purée with seasonal vegetables. Other specialities include sformatino (a type of soufflé) with courgette flowers, spring onions and date purée; suckling pig with baked potato and wild greens; and warm sfogliatina pastry with vanilla cream.","40.732876","17.578646"
"484","Antica Osteria","via Venezia 11, Ossana, 38026, Italy","False","False","Regional Cuisine","€€","A pleasant restaurant with three charming dining rooms, where the whole family pulls together with spectacular results. Delicious regional cuisine is to the fore, with dishes such as venison carpaccio with pineapple and raspberries on the menu.","46.3072076","10.7370371"
"485","La Cuccagna - Giro di Vite","corso Umberto I 168, Crispiano, 74012, Italy","False","False","Apulian","€€","There are many reasons to visit this excellent family - run restaurant in the village centre, the most important of which is the food – fresh vegetables, delicious first courses (the fresh troccoli pasta with wild chicory, cherry tomatoes and broad beans is excellent) and carefully selected meat dishes (the father was once a butcher! ). Close attention is also paid to the wine, with more than 500 labels just waiting to be opened in the beautiful wine cellar.","40.6040474","17.2287707"
"486","Vecchio Porto","lungomare Cenide 55, Villa San Giovanni, 89018, Italy","False","False","Seafood","€","Although travellers may know Villa San Giovanni for its ferry port to Sicily, fans of gourmet cuisine are familiar with the port as the home of the “Vecchio Porto”, one of the best restaurants in the region and one which boasts spectacular views of the Straits of Messina from its second-floor terrace. The menu features classic dishes including fish cooked on the grill and more imaginative options such as the raw antipasti (snapper flavoured with sea-urchin sauce, lumpfish roe, onion and diced cucumber). The remarkable quality of the fish is a constant theme here.","38.2306377","15.6360812"
"487","Le Miniere","piazza Martiri 1944 4, Traversella, 10080, Italy","True","True","Piedmontese","€","Situated on the main square of a charming village, this hotel-restaurant dates back to the late 19C and is run by the friendly Arsini family. The setting here is truly picturesque, thanks to the village’s location on a green and sunny ridge in the Val Chiusella, surrounded by cyclamen bushes and majestic birch and chestnut trees. Meanwhile, the Piedmontese dishes offer excellent value for money, with a focus on local ingredients and produce from the wider region. If you’re a fan of traditional cuisine, don’t miss the tripe alla campagnola with polenta taragna whipped with butter, while in season the roast cardo gobbo served with a delicious bagna cauda and truffle is a must. A stroll around the small village offers the perfect conclusion to your meal.","45.5091669","7.7508274"
"488","Locanda Cacciatori","località Mistadello di Castione, Ponte dell'Olio, 29028, Italy","True","False","Emilian","€","This authentic trattoria situated in the hills outside Piacenza is always popular for Sunday lunch but can also get busy on weekdays. The cuisine is typical of the region with dishes announced at your table. The atmosphere evokes that of a traditional, time-honoured restaurant perpetuated here by the expertise and passion of a friendly family that has been involved in the restaurant sector since the end of the Second World War. A welcoming outdoor area for summer dining completes the picture.","44.8567768","9.661281"
"489","Osteria della Villetta","via Marconi 104, Palazzolo sull'Oglio, 25036, Italy","True","True","Lombardian","€","A bulwark of Brescian cuisine for over a century, this restaurant has Art Nouveau - style furnishings, a retro decor and an authentic family atmosphere. It serves delicious specialities such as lake fish, onion soup, tripe, meatballs and beef in olive oil.","45.6026934","9.8940244"
"490","Green T.","via del Piè di Marmo 28, Rome, 00186, Italy","False","False","Chinese","€€","Not far from the Pantheon, this original restaurant arranged over four floors serves the type of fine Chinese cuisine which has graced official banquets in China ever since the time of Chairman Mao. The menu also features some surprisingly modern Asian dishes, making this restaurant a must for fans of Chinese cuisine!","41.8976162","12.4792745"
"491","Da Flavio e Fabrizio ""Al Teatro""","via della Vittoria 75, Mirano, 30035, Italy","False","True","Seafood","€","Choose the ground floor for a quick meal and the first floor for a special dinner in this restaurant near the cinema - theatre. In both cases, the menu focuses on traditional fish dishes from the Veneto, such as black and white tagliolini with squid, scampi and courgettes. The honey semifreddo with caramel is the perfect way to round off your meal.","45.4908586","12.1151308"
"492","Trattoria Cibrèo - Il Cibrèino","via dei Macci 122 r, Florence, 50122, Italy","True","False","Country cooking","€","This trattoria is named after the famous cibreo, a typical stew from Florence that Catherine of Medici was said to enjoy so much that she even attempted, unsuccessfully, to export it to France. It is often crowded, but there is no point in trying to book a table as they don’t take reservations. Roast rack of beef (gran pezzo) is one of the specialities.","43.7712441","11.2664192"
"493","La Chioccia d'Oro","via Novi 2, loc. Pietra dei Correnti, bivio  Novi Velia, Vallo della Lucania, 84078, Italy","False","False","Country cooking","€","For over 40 years, La Chioccia d'Oro has been renowned for its delicious, bountiful cuisine inspired by the Cilento region, including excellent pasta dishes (fresh and dried pasta served with tasty sauces) and equally delicious meat-based main courses. The ambience is decidedly unpretentious and the prices are some of the most reasonable you’ll find in Italy!","40.2183495","15.279882"
"494","Cantina dei Cacciatori","località Villa Superiore 59, Monteu Roero, 12040, Italy","True","True","Piedmontese","€","The original sign painted on this restaurant’s façade hints at a history which dates back over a century. Situated outside the village and surrounded by sweet chestnut trees and tufa rock, what was once an old trattoria now serves typical Piedmontese specialities, such as meat and borage ravioli with butter and crispy pancetta, as well as dishes from further afield. Charming outdoor area for summer dining, plus an early - 20C wine cellar which can be visited by guests.","44.7849738","7.9080622"
"495","Lo Stuzzichino","via Deserto 1/a, Sant'Agata sui Due Golfi, 80061, Italy","False","False","Campanian","€€","Situated in the centre of Sant'Agata, this welcoming, informal restaurant boasts traditional ceramics and an open-view kitchen. When ordering your meal, make sure you ask the charismatic owner, who is a real connoisseur of Campanian cuisine, for his recommendations. The regional dishes are full of memorable flavours, with a focus on vegetables, many of which are grown in the restaurant’s own kitchen garden nearby. This is somewhere you’d happily come to eat every day!","40.6087388","14.3723456"
"496","Taverna 58","corso Manthoné 46, Pescara, 65127, Italy","True","False","Cuisine from Abruzzo","€","Situated in the district where Ennio Flaiano and Gabriele d'Annunzio once lived, this excellent trattoria has been in business now for over 40 years. Despite changing hands in 2020, the restaurant’s essence remains the same. The cuisine is still simple and rustic, generously portioned and full of flavour, with its roots firmly planted in Abruzzi traditions. The menu features arrosticini (skewered grilled meat), vegetable and goat’s cheese fritters, numerous meat-based main courses (mutton, pork, rabbit, wild boar, veal, beef etc), and a white Abruzzese torrone named Oh pe' la Maiellaby the restaurant. Guests are welcome to visit the medieval and Roman remains in the wine cellars.","42.46174","14.213223"
"497","Il Conte Matto","via Taverne 40, Trequanda, 53020, Italy","True","True","Tuscan","€€","The castle’s 14C hunting lodge has been converted into a showcase for Tuscan produce with a panoramic terrace overlooking the hills and glimpses of the surrounding countryside from the guestrooms. Specialities include pici pasta in a Chianina beef ragù, veal tagliata seasoned with three salts and herbs from the garden, and cantucci biscuits served with dessert wine.","43.1882927","11.6666371"
"498","Villa Aurora","via Ciucani 1/7, Soiano del Lago, 25080, Italy","False","True","Classic Cuisine","€","A typical restaurant in the province of Brescia not far from Lake Garda, Villa Aurora serves Italian cuisine with an equal focus on meat and fish dishes, as well as a few traditional specialities with a light modern twist. A bastion of local cuisine, the restaurant is run by a welcoming and experienced family. Don’t miss the desserts!","45.53681","10.51391"
"499","La Fratanza","via Garibaldi 37, Nocera Superiore, 84015, Italy","False","False","Campanian","€","Follow your satnav and you’ll easily find this private residence situated just outside the village. The restaurant is family run and furnished in classic style, with an attractive veranda room overlooking the garden. The friendly owner serves regional cuisine, all carefully prepared using top-quality local ingredients, some of which (such as the delicious lemons and excellent San Marzano tomatoes that appear in a number of dishes) are grown in the restaurant’s own orchard and kitchen garden. Our inspector particularly enjoyed the ravioli di genovese served with onions and pecorino cheese.","40.7495611","14.6791142"
"500","Bruxaboschi","via Francesco Mignone 8, San Desiderio, 16133, Italy","False","False","Ligurian","€€","You’ll need to allow plenty of time to get to the inland village of San Desiderio, where Bruxaboschi has been run by the same family and delighting guests since 1862, but the journey is certainly worth it. Justifiably famous, the cuisine pays tribute to local traditions (almost exclusively based on meat), starting with an excellent cima alla Genovese (a type of meat loaf), picagge and pansotti pasta dishes, and fried rabbit. Don’t miss the mushrooms in season.","44.4231154","9.0131106"
"501","Trattoria da Fagiolino","via Carega 1, Cutigliano, 51024, Italy","False","True","Tuscan","€","To get to the dining room at this restaurant you walk past the kitchen, where its stoves are lit and its chefs hard at work. This is the sort of restaurant that you’d love to have as your local, serving delicious traditional cuisine in a simple yet friendly setting. The dishes are resolutely Tuscan and the ingredients are of the highest quality.","44.1000069","10.7544173"
"502","Romani","via dei Ronchi 2, Vicomero di Torrile, 43056, Italy","False","True","Emilian","€","This restaurant has a traditional feel, both in its richly decorated dining room and in its cuisine, the roots of which are firmly planted in the region. This is the place for guests who aren’t keen on reinterpreted dishes or exotic fare but prefer the classic flavours of Parma such as cured hams, fresh pasta, and roast and grilled meat, all served in a typical country farmhouse.","44.8839459","10.3150109"
"503","La Cucoma","via Molinaccio 175, San Pancrazio, 48020, Italy","True","True","Seafood","€","Situated in a village inland, this restaurant serves some of the best fish dishes in Romagna. The focus here is on classic recipes from the Adriatic with no unnecessary frills or innovations, all prepared using the freshest fish and including raw fish dishes, fried options, spaghetti with clams and fish barbecued over a wood fire.","44.3563305","12.0786464"
"504","Trippa","via Giorgio Vasari 1, Milan, 20135, Italy","True","True","Italian","€€","Simple, informal and with a slightly retro feel, this restaurant serves a range of dishes from all over Italy, including the tripe which gives the restaurant its name. Unfussy and uncomplicated, the cuisine prepared by the skilful young chef using top-quality ingredients makes this one of the best trattorias in Italy. House specialities include Milanese risotto with grilled marrow, vitello tonnato and, of course, the ever-present tripe!","45.45215","9.205526"
"505","L'800","via Centese 33, Argelato, 40050, Italy","False","False","Emilian","€","Period furniture, regional cuisine and a cheerful ambience are some of the characteristics of this old farmhouse which is named after the 1800s when it was built. Some of the ingredients used, such as snails and frogs’ legs, may come as a surprise: the restaurant specialises in these unusual delicacies, even offering a tasting menu totally dedicated to snails.","44.6414004","11.351547"
"506","Al Convento - Casa Torrente","piazza San Francesco 16, Cetara, 84010, Italy","True","True","Campanian","€€","Following renovation work, the frescoed dining room at this restaurant now has the feel of a contemporary osteria, while its attractive terrace boasts tables overlooking the picturesque village’s small square. The menu focuses mainly on fish and seafood (although a few meat options such as tomahawk ribeye and steak also feature), including raw fish, tartares, fried anchovies stuffed with smoked provolone cheese, grilled dishes, and pasta including spaghetti with the local anchovy sauce. If you choose fish from the dry ageing cabinet, you’ll add a little extra to your bill.","40.6473603","14.7008016"
"507","Dongiò","via Corio 3, Milan, 20135, Italy","True","False","Calabrian","€","If you enjoy Calabrian cuisine and you want to keep to a budget, then Dongiò is the place for you! The menu here offers a good selection of regional specialities, all full of intense and satisfying flavours and served in a simple yet friendly ambience.","45.4517517","9.205139"
"508","Nana Piccolo Bistrò","via Giosuè Carducci 19, Senigallia, 60019, Italy","True","False","Modern Cuisine","€€","Spanish influences are evident in the cuisine served at this lively restaurant situated in the heart of this bustling town. After years spent working in Spain, the owner-chef has returned to Senigallia where he delights guests with dishes such as Iberian carbonara (made with Pata Negra ham and Manchego cheese) and potato and salted cod omelette. In high season, it’s best to book ahead and maybe even get here early to avoid parking problems – you can always work up an appetite with a stroll through Senigallia’s beautiful historic centre. Young, friendly and efficient female staff add to the appeal.","43.7168212","13.2173321"
"509","Hosteria Grappolo d'Oro","piazza della Cancelleria 80, Rome, 00186, Italy","False","True","Roman","€","Since the turn of the century, this long-established restaurant near Piazza Navona and Campo de' Fiori has been run by five local business partners, one of whom is the chef. Top-quality, classic and generous Roman cuisine (cacio e pepe pasta, roast lamb, salted cod etc) is to the fore here, served in an attractive, rustic-style dining room. The background music – a nostalgic 1970s mix of rock and blues – also deserves a mention.","41.8964575","12.4721342"
"510","Locanda da Condo","via Fontana 134, Col San Martino, 31010, Italy","True","True","Venetian","€€","Situated in the delightful Prosecco wine-growing region, Condo is a well-established trattoria which has been in the same family for generations, and which remains faithful to the gastronomic traditions of the Veneto. The dining rooms are welcoming and full of character, while the elegant veranda adorned with climbing plants is an attractive option in summer. The cuisine is both excellent and good value for money, making this restaurant an excellent all-round choice.","45.8969808","12.0885489"
"511","Alla Pace","via Sauris di Sotto 38, Sauris, 33020, Italy","False","False","Friulian","€","Sauris is situated in a slightly secluded location which adds to its appeal. Occupying a beautiful 17C house near a charming little lake and picturesque mountain village, this restaurant has been run by the same family since 1804. This enchanting setting acts as the backdrop for a menu featuring delicious regional specialities.","46.4644403","12.7092398"
"512","La Torre","piazza Annunziata 7, Santa Maria Annunziata, 80061, Italy","False","False","Campanian","€","Before sitting down at this restaurant, why not take a short stroll to the nearby viewpoint looking out towards Capri – a perfect prelude to the excellent home-cooked and authentic Campanian cuisine that awaits here. In fact, Capri-style ravioli is one of the most popular dishes at the restaurant, which also serves aubergine parmigiana (highly recommended), potato “gâteau”, and various fish options among the main courses.","40.6026363","14.3348199"
"513","Il Latini","via dei Palchetti 6 r, Florence, 50123, Italy","False","True","Tuscan","€€","True to itself as always, Il Latini is a real Florentine institution, which continues to keep Tuscan traditions alive both in its small, rustic-style dining rooms and in its typical regional cuisine prepared with careful attention to detail and a respectful approach. Florentine steak takes pride of place on the menu, which also features the local hams that hang from the ceiling. Specialities include pappa al pomodoro, Florentine tripe and ribollita stew, as well as cantucci with vin santo, the typical finale to any Tuscan meal. Generations may pass but the appeal of this convivial and welcoming restaurant remains as strong as ever.","43.7716399","11.2493124"
"514","Lokanda Devetak","via Brezici 22, Savogna d'Isonzo, 34070, Italy","True","False","Regional Cuisine","€€","Just two kilometres from the Slovenian border as the crow flies, this restaurant with its dual influences serves top-quality cuisine rooted in the gastronomic traditions of this border region. In business since 1870 and now run by the four children from the sixth generation of the same family, Devetak is an absolute must for anyone visiting the Friuli region.","45.8835521","13.5603995"
"515","Antiche Sere","via Cenischia 9, Turin, 10139, Italy","True","True","Piedmontese","€","This renowned osteria situated in a district off the tourist trail is run by attentive and friendly female staff. Its dishes have a regional and traditional focus and are served in three small dining rooms, one of which shares space with the bar. Pleasant outdoor dining in the garden to the rear in summer.","45.0706512","7.6429555"
"516","Forma","via Trieste 9, Civitavecchia, 00053, Italy","False","True","Italian Contemporary","€€","Situated away from the sea at the foot of a medieval district, this intimate restaurant boasts a historic decor dotted with modern details such as black parquet flooring and industrial-style pipes. The cuisine created by chef Gianluca Formichella demonstrates the same blend of traditional style and modern touches in imaginative meat and fish dishes with a personalised twist. The tasting menu offers excellent value for money.","42.0930835","11.7917883"
"517","Maso Palù","via Graziani 56, Brentonico, 38060, Italy","True","False","Regional Cuisine","€€","An annexe to the family farm with its organic apple orchards, this rustic, welcoming restaurant situated on the road leading up towards Monte Baldo has been in business since 1984. Despite its years of experience, the management team here does not rest on its laurels but continues to serve cuisine rooted in regional traditions with just a touch of imagination and modern influence in some dishes. Open every day in summer, but only Friday to Sunday at other times of year.","45.8126772","10.9400019"
"518","Coxinendi","via Sant'Antioco 1, Sanluri, 09025, Italy","False","True","Sardinian","€€","Coxinendi (“cooking” in the Sardinian dialect) is a recently opened restaurant run by talented chef Davide Atzeni, who has plenty of experience behind him. Here, he focuses on creating authentic Sardinian dishes full of traditional flavour.","39.5638514","8.8975961"
"519","Agritur El Mas","strada de Saslonch 176, località Col de Soldai, Moena, 38035, Italy","True","True","Regional Cuisine","€€","Situated above the village, this authentic agriturismo raises cows, horses and pigs and produces its own meat, salamis and cheeses, all of which are available online and in its own shop. Other Ladin-inspired specialities from the valley also feature on the menu and are served in an attractive dining room adorned with a profusion of old wood and an open brazier in the middle of the room. While in other restaurants an open-view kitchen may add interest to the dining room, here guests can enjoy views of the cows in their stalls behind a glass screen. Pleasant guestrooms with a focus on “green” construction methods are available in the same building.","46.3835301","11.6620468"
"520","Il Sottomarino","via Fratti 1, Follonica, 58022, Italy","False","True","Seafood","€€","An elegant dining room and a delightful terrace with sea views – it’s worth making a reservation ahead of time in high season. Excellent fish at reasonable prices, with specialities such as potato gnocchi with baby squid and sage, and mixed fish stew on the menu.","42.9219683","10.7550868"
"521","Edelweiss","Località Crodo, Viceno, 28862, Italy","True","True","Country cooking","€","A real bastion of local cuisine for over 60 years thanks to the hard work of an entire family. The menu features mountain-style cuisine, including game dishes, a small selection of local cheeses (we highly recommend the Bettelmatt) and home-made ice cream. Relaxed and informal ambience.","46.22896","8.307799"
"522","Antica Locanda di Sesto","via Ludovica 1660, loc. Sesto di Moriano, Ponte a Moriano, 55100, Italy","True","True","Tuscan","€€","The origins of this inn date back to the late 14C, making this one of the Italy’s recognised “Historic Restaurants” – and one that is still flourishing today! The dishes served here are often inspired by Tuscan peasant traditions, while the owner also runs an organic farm which produces wine, vinegar and extra-virgin olive oil. Highlights on the menu include soup with cavolo nero, spaghetti with guanciale (cured pork cheek) served on pecorino cheese, and an array of main courses barbecued on the grill.","43.9242922","10.5267264"
"523","Caffè Grande","piazza Paolo 9, Rivergaro, 29029, Italy","False","True","Emilian","€€","Housed in a charming palazzo with an Art Nouveau façade overlooking the main square of the village, this restaurant has an unexpectedly modern and minimalist-style interior. The menu features an impressive selection of fine local charcuterie (including coppa, pancetta and salami), as well as anolini pasta in broth and ricotta and spinach tortelli. The quality of the meat is outstanding.","44.9099838","9.5966921"
"524","La Baita","via Naviglio 25/c, Faenza, 48018, Italy","False","True","Emilian","€","Situated in the historic centre, this trattoria-cum-delicatessen focuses on top-quality traditional cuisine. Take a seat in the simple, informal dining room and choose from a vast selection of cheeses and salumi, as well as home-made pasta and meat dishes.","44.2883532","11.8833579"
"525","Osteria Storica Morelli","piazza Petrini 1, località Canezza di Pergine, Pergine Valsugana, 38057, Italy","True","True","Regional Cuisine","€","The scent of woodsmoke and the cheerful open fire that greet you at this authentic mountain inn tell you all you need to know about the place. The menu features top-quality seasonal ingredients, including delicious maize gnocchi with a ragù made from local game, while the service is friendly and attentive.","46.0778797","11.2777948"
"526","Locanda del Colonnello","via Blandini 9, Modica, 97015, Italy","False","False","Contemporary","€€","If you like walking, our advice is to approach this restaurant on foot from the lively Corso Umberto, taking the steps up to the Duomo di San Giorgio and then enjoying a pleasant stroll through the alleyways of picturesque Modica Alta, where the restaurant is situated. In this simple setting, the focus here is on the remarkable quality of the cuisine, which includes an eclectic array of Sicilian dishes alongside more creative options, all of which showcase expert technique and stunning flavours.","36.8653243","14.7637418"
"527","Vecchia Lama","via XXIV Maggio 24, Lama Mocogno, 41023, Italy","False","False","Emilian","€","Enjoy a friendly welcome and excellent food in this restaurant that only serves meat dishes. The focus is on mountain specialities from Emilia, as well as truffles in season. Dine alfresco on the terrace overlooking the garden in summer. House specialities include ricotta and nettle tortelloni with porcini mushrooms and the slightly more expensive Fiorentina steak cooked on a hot stone.","44.30972","10.73058"
"528","Dei Cantoni","via Santa Maria 19, Longiano, 47020, Italy","True","True","Cuisine from Romagna","€€","Situated in a picturesque historic hamlet with a castle once inhabited by the Malatesta dynasty, this restaurant boasts a charming and traditional dining room. The delicious cuisine is the star of the show here, featuring imaginative dishes showcasing ingredients from the Romagna region, as well as more classic recipes such as pasta with carbonara and amatriciana sauces. All the fresh pasta is home made.","44.0717345","12.3230214"
"529","La Bucaccia","via Ghibellina 17, Cortona, 52044, Italy","False","True","Tuscan","€","One of the best places to discover Tuscan cuisine, and that of Arezzo in particular, this restaurant serves exquisite dishes full of flavour. Just a few tables are laid out along the main street in the historic centre, while the two interior dining rooms are rustic and romantic in feel. Friendly and exuberant owner Romano merits a particular mention, providing guaranteed entertainment in between courses.","43.2749644","11.9841148"
"530","Osteria dei Segreti","via Verdefiore 25, Appignano, 62010, Italy","False","True","Cuisine from the Marches","€€","Situated amid hills in a secluded and panoramic location, this farmhouse offers guestrooms, a spa and a restaurant, where meat (often cooked over the grill) takes pride of place on the menu, alongside various local specialities such as stuffed pigeon, roast goose and “coniglio in porchetta” (stuffed rabbit).","43.3777307","13.373358"
"531","Dalie e Fagioli","via Campagnola 45, Manerba del Garda, 25080, Italy","True","False","Country cooking","€€","Having opened this restaurant some ten years ago, owner-chef Fabio draws on all his experience from working at various Michelin-starred restaurants during his career. Using regional produce and local recipes, this technically adept chef creates delicious dishes with an imaginative twist, all accompanied by a discreet choice of wines.","45.55678","10.53301"
"532","Lerchner's In Runggen","frazione Ronchi 3/a, Saint Lorenzen, 39030, Italy","True","True","South Tyrolean","€€","Typical of the Alto Adige and situated right next to its own farm from where the beef on its menu is sourced, this restaurant pays careful attention to detail both in its decor (the staff wear local costume) and in its delicious regional cuisine, which is made from the best local ingredients. The house specialities change with the seasons and include geröstl (grilled beef and pork with potatoes, onions and speck ham), tirtlan (rye pancakes), and the unmissable apple strudel. The Alto Adige region also takes centre-stage on the wine list.","46.7778091","11.8759349"
"533","La Dispensa di Armatore","via Cantone 1, Cetara, 84010, Italy","True","True","Seafood","€","A very small and unusual restaurant with a bistro feel and tables outside only, either at the counter with stools overlooking the sea or in the more traditional outdoor dining space. Although the menu is relatively small, the quality of the fish (including options such as bluefin tuna, anchovies, squid etc) is excellent – which is hardly surprising, as the restaurant owners have been involved in the fishing industry for four generations. The menu features just one dessert, “spumone”, which is made for the restaurant by a nearby artisanal ice-cream parlour, and the restaurant doesn’t serve coffee, but people flock here for the excellent fish and the attractive prices, which are very reasonable given its coastal location.","40.6461666","14.7015346"
"534","Da Giocondo","via Suffragio 2, Rivisondoli, 67036, Italy","False","True","Cuisine from Abruzzo","€","A simple, rustic trattoria perched among the alleyways in the upper part of the village, where the owners themselves are at the helm in the kitchen and front of house. Delicious home-cooked Abruzzi dishes are to the fore here, with daily specials often announced at your table. The à la carte features specialities such as local cheeses, cured hams and meat dishes (including the region’s renowned arrosticini – skewered grilled meat), as well as traditional home-made pastas, each of which has its own name. The small wine list focuses on the region, with labels from across the province. Booking in advance is recommended.","41.8691706","14.0654103"
"535","Nuova Roma","via Olivetta 87, Sasso Marconi, 40037, Italy","True","True","Emilian","€","A friendly and long-established family-run restaurant on the road between Calderino and Sasso Marconi, which serves generous portions of traditional, regional cuisine with a contemporary flavour. House specialities include fresh pasta, dishes cooked on the authentic wood-fired grill, as well as classic recipes such as Bolognese cutlet. There’s also a comprehensive wine list, with a natural focus on labels from Emilia Romagna. A spacious car park and attractive terrace for summer dining complete the picture.","44.44594","11.19808"
"536","Osteria del Gallo e della Volpe","piazza Umberto I 14, Ospedaletto d'Alpinolo, 83014, Italy","False","False","Campanian","€","This restaurant in the centre of this small town is run by the Silvestro family (father and son). In summer, book one of the tables in the charming outdoor space overlooking the square. The menu focuses on local traditional cuisine with the occasional personalised twist, while the wine list features labels from the Irpinia region (and elsewhere) with a good choice of vertical wines and top-quality names such as Aglianico and Taurasi.","40.9390634","14.7442689"
"537","Impero","via Roma 13, Sizzano, 28070, Italy","False","False","Country cooking","€€","Now a culinary landmark in the province, this restaurant is run by two enthusiastic sisters who serve cuisine with its roots in local traditions and prepared using seasonal ingredients. Renovation work over the past few years has added to the style and character of the restaurant, which boasts a small garden for summer dining plus a good selection of wines.","45.57613","8.43808"
"538","La Locanda del Falco","piazza Regina Elena 22, Valdieri, 12010, Italy","True","False","Piedmontese","€","This is the sort of small family-run restaurant that everyone would like to have as their local, where courteous and friendly service go hand-in-hand with good traditional cuisine. Dishes such as ravioli del plin, vitello tonnato, beef tartare and veal tongue are some of the daily specials marked up on the blackboard here. The wine list comes as a pleasant surprise, with its excellent selection of labels from Piedmont and further afield.","44.277054","7.3974799"
"539","Il Casolare dei Segreti","Contrada San Lorenzo 28, Treia, 62010, Italy","False","True","Cuisine from the Marches","€€","A family - run restaurant with young, enthusiastic staff. Four rustic dining rooms provide the setting to enjoy delicious regional dishes, such as the ever - popular Marchigiana veal steak.","43.31765","13.2572"
"540","Osteria Platzegg","piazza Municipio 1, San Michele, 39057, Italy","False","True","Regional Cuisine","€€","This comfortable and informal “Gasthaus” with a simple yet welcoming and contemporary feel is run by talented chef Herbert Hintner, the undisputed master of Alto Adige cuisine. Housed within a historic building in the town’s pedestrianised centre, the restaurant serves simple cuisine with a focus on regional recipes and ingredients (such as potato ravioli filled with speck ham and spleen crostini in broth) alongside a few Mediterranean-influenced dishes such as arancini in a gorgonzola sauce. The wine list, on the other hand, focuses uniquely on the Alto Adige.","46.4553442","11.2588872"
"541","Salotto sul Mare","via dei Mille 2/b, Terrasini, 90049, Italy","False","True","Sicilian","€","Steep steps lead up to the first floor of this building, which is home to owner-chef Giuseppe Costa’s main restaurant, Il Bavaglino. Here, the veranda-style dining room boasts spectacular views with the azure sea extending in all directions. The good, honest cuisine is full of flavour and simply prepared from top-quality ingredients, all showcased on an à la carte and three tasting-style menus that are perfect for sharing. In addition to an interesting wine selection, there’s also a choice of cocktails which offer a perfect alternative, even at lunchtime.","38.1555588","13.0812438"
